Pattern, Group, Path, IndName, Args, Line
1,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,cipher.init,Cipher.ENCRYPT_MODE | key | zeroIv,24
1,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,decryptKey.getBytes,,33
1,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,encryptDES,encryptString | key,14
1,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,encryptKey.getBytes,,22
1,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,encryptString.getBytes,,25
1,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,Cipher.getInstance,PBEWithMD5AndDES,69
1,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,SecretKeyFactory.getInstance,PBEWithMD5AndDES,60
1,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,decrypt,secretKey | salt | ciphertext,63
1,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,desDecryptionCipher.doFinal,ciphertext,75
1,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,desDecryptionCipher.init,Cipher.DECRYPT_MODE | secretKey | pbeParamSpec,70
1,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,keyFac.generateSecret,pbeKeySpec,61
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,Cipher.getInstance,PBEWithSHA256And256BitAES,86
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,Cipher.getInstance,PBEWithSHA256And256BitAES,87
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,SecretKeyFactory.getInstance,PBEWithSHA256And256BitAES,72
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,SecretKeyFactory.getInstance,PBEWithSHA256And256BitAES,61
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,SecretKeyFactory.getInstance,PBEWithSHA256And256BitAES,122
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,SecureRandom.getInstance,randomAlgorithm,75
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,decryptionCipher.doFinal,ciphertext,102
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,decryptionCipher.init,Cipher.DECRYPT_MODE | secretKey | pbeParamSpec,90
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,encryptionCipher.doFinal,cleartext,95
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,encryptionCipher.init,Cipher.ENCRYPT_MODE | secretKey | pbeParamSpec,89
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,initCiphers,,79
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,initCiphers,,55
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,initCiphers,,66
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,keyFac.generateSecret,pbeKeySpec,123
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,keyFac.generateSecret,pbeKeySpec,73
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,keyFac.generateSecret,pbeKeySpec,62
1,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,saltGen.nextBytes,this.salt,77
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,Cipher.getInstance,MODE,61
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,Cipher.getInstance,MODE,80
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,KeyGenerator.getInstance,"AES",41
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,SecureRandom.getInstance,"SHA1PRNG",43
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,SecureRandom.getInstance,"SHA1PRNG",48
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,cipher.doFinal,message,83
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,cipher.doFinal,message,64
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,cipher.init,Cipher.DECRYPT_MODE | key | initVector,81
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,cipher.init,Cipher.ENCRYPT_MODE | key | initVector,62
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,decrypt,DefKey | DefInitVector | message,94
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,decrypt,new SecretKeySpec(key.getBytes(StandardCharsets.UTF_8),"AES") | new IvParameterSpec(initVector.getBytes(StandardCharsets.UTF_8)) | message,90
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,encrypt,DefKey | DefInitVector | message,75
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,encrypt,new SecretKeySpec(key.getBytes(StandardCharsets.UTF_8),"AES") | new IvParameterSpec(initVector.getBytes(StandardCharsets.UTF_8)) | message,71
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,getBytes,StandardCharsets.UTF_8,44
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,getBytes,StandardCharsets.UTF_8,49
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,getEncoded,,46
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,getEncoded,,51
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,initVector.getBytes,StandardCharsets.UTF_8,90
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,initVector.getBytes,StandardCharsets.UTF_8,71
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,initial,key | initVector,53
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,ivRandom.setSeed,"test~!@_128".getBytes(StandardCharsets.UTF_8),49
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,key.getBytes,StandardCharsets.UTF_8,71
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,key.getBytes,StandardCharsets.UTF_8,90
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,keyGenerator.generateKey,,46
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,keyGenerator.generateKey,,51
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,keyGenerator.init,128 | ivRandom,50
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,keyGenerator.init,128 | keyRandom,45
1,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,keyRandom.setSeed,"test~!@_128".getBytes(StandardCharsets.UTF_8),44
1,,/pattern6-misuse/src/me/panpf/tool4j/util/DESCoder.java,KeyGenerator.getInstance,"DES",59
1,,/pattern6-misuse/src/me/panpf/tool4j/util/DESCoder.java,generator.generateKey,,61
1,,/pattern6-misuse/src/me/panpf/tool4j/util/DESCoder.java,generator.init,new SecureRandom(stringKey.getBytes()),60
1,,/pattern6-misuse/src/me/panpf/tool4j/util/DESCoder.java,setKey,key,41
1,,/pattern6-misuse/src/me/panpf/tool4j/util/DESCoder.java,stringKey.getBytes,,60
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,Cipher.getInstance,TRANSFORMATION,69
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,Cipher.getInstance,TRANSFORMATION,112
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,SecretKeyFactory.getInstance,ALGORITHM,62
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,SecretKeyFactory.getInstance,ALGORITHM,105
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,cipher.doFinal,retByte,126
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,cipher.doFinal,source.getBytes(),75
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,cipher.init,Cipher.DECRYPT_MODE | securekey | spec,115
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,cipher.init,Cipher.ENCRYPT_MODE | securekey | spec,72
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,e.printStackTrace,,87
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,e.printStackTrace,,129
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,encrypted.getBytes,,122
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,encrypted.getBytes,"ISO-8859-1",118
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,keyFactory.generateSecret,dks,63
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,keyFactory.generateSecret,dks,106
1,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,source.getBytes,,75
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,Cipher.getInstance,CIPHER_ALGORITHM,63
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,Cipher.getInstance,CIPHER_ALGORITHM,65
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,SecretKeyFactory.getInstance,KEYGEN_ALGORITHM,58
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,e.getMessage,,104
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,e.getMessage,,106
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,factory.generateSecret,keySpec,61
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,getBytes,UTF8,79
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,header.length,,100
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,key.length,,100
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,mDecryptor.doFinal,Base64.decode(obfuscated),92
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,mDecryptor.init,Cipher.DECRYPT_MODE | secret | new IvParameterSpec(IV),66
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,mEncryptor.doFinal,(header + key + original).getBytes(UTF8),79
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,mEncryptor.init,Cipher.ENCRYPT_MODE | secret | new IvParameterSpec(IV),64
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,result.indexOf,header + key,95
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,result.length,,100
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,result.substring,header.length() + key.length() | result.length(),100
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,tmp.getEncoded,,62
1,,/pattern8-misuse/src/com/google/android/vending/licensing/AESObfuscator.java,toCharArray,,60
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,Arrays.fill,buf | (byte)0,38
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,Cipher.getInstance,ALGORITHM,51
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,Cipher.getInstance,ALGORITHM,29
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,Math.min,bufferLength | w.length - i,37
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,System.arraycopy,w | i | buf | 0 | size,39
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,chiper.doFinal,buf,40
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,chiper.doFinal,decodedValue,54
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,chiper.init,Cipher.DECRYPT_MODE | key,52
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,chiper.init,Cipher.ENCRYPT_MODE | key,30
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,decryptedValue.trim,,56
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,generateKey,ketString,28
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,generateKey,ketString,50
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,ketString.getBytes,,61
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,plainText.getBytes,,31
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,stringBuffer.append,Base64.encodeToString(buf,Base64.DEFAULT),41
2,,/pattern1-misuse/src/com/applozic/mobicommons/encryption/EncryptionUtils.java,stringBuffer.toString,,44
2,,/pattern2-misuse/src/com/wo2b/sdk/common/util/io/FileNameGenerator.java,MessageDigest.getInstance,HASH_ALGORITHM,46
2,,/pattern2-misuse/src/com/wo2b/sdk/common/util/io/FileNameGenerator.java,abs,,31
2,,/pattern2-misuse/src/com/wo2b/sdk/common/util/io/FileNameGenerator.java,bi.toString,RADIX,33
2,,/pattern2-misuse/src/com/wo2b/sdk/common/util/io/FileNameGenerator.java,digest.digest,,48
2,,/pattern2-misuse/src/com/wo2b/sdk/common/util/io/FileNameGenerator.java,digest.update,data,47
2,,/pattern2-misuse/src/com/wo2b/sdk/common/util/io/FileNameGenerator.java,e.printStackTrace,,52
2,,/pattern2-misuse/src/com/wo2b/sdk/common/util/io/FileNameGenerator.java,getMD5,url.getBytes(),30
2,,/pattern2-misuse/src/com/wo2b/sdk/common/util/io/FileNameGenerator.java,url.getBytes,,30
2,,/pattern2-misuse/src/opensource/component/imageloader/cache/disc/naming/Md5FileNameGenerator.java,MessageDigest.getInstance,HASH_ALGORITHM,46
2,,/pattern2-misuse/src/opensource/component/imageloader/cache/disc/naming/Md5FileNameGenerator.java,abs,,39
2,,/pattern2-misuse/src/opensource/component/imageloader/cache/disc/naming/Md5FileNameGenerator.java,bi.toString,RADIX,40
2,,/pattern2-misuse/src/opensource/component/imageloader/cache/disc/naming/Md5FileNameGenerator.java,digest.digest,,48
2,,/pattern2-misuse/src/opensource/component/imageloader/cache/disc/naming/Md5FileNameGenerator.java,digest.update,data,47
2,,/pattern2-misuse/src/opensource/component/imageloader/cache/disc/naming/Md5FileNameGenerator.java,getMD5,imageUri.getBytes(),38
2,,/pattern2-misuse/src/opensource/component/imageloader/cache/disc/naming/Md5FileNameGenerator.java,imageUri.getBytes,,38
2,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,Cipher.getInstance,"DES/CBC/PKCS5Padding",34
2,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,Cipher.getInstance,"DES/CBC/PKCS5Padding",23
2,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,cipher.doFinal,byteMi,36
2,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,cipher.doFinal,encryptString.getBytes(),25
2,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,cipher.init,Cipher.DECRYPT_MODE | key | zeroIv,35
2,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,cipher.init,Cipher.ENCRYPT_MODE | key | zeroIv,24
2,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,decryptKey.getBytes,,33
2,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,encryptDES,encryptString | key,14
2,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,encryptKey.getBytes,,22
2,,/pattern3-misuse/src/com/d3/d3xmpp/util/DES.java,encryptString.getBytes,,25
2,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,Cipher.getInstance,PBEWithMD5AndDES,69
2,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,SecretKeyFactory.getInstance,PBEWithMD5AndDES,60
2,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,decrypt,secretKey | salt | ciphertext,63
2,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,desDecryptionCipher.doFinal,ciphertext,75
2,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,desDecryptionCipher.init,Cipher.DECRYPT_MODE | secretKey | pbeParamSpec,70
2,,/pattern4-misuse/src/com/u17od/upm/crypto/DESDecryptionService.java,keyFac.generateSecret,pbeKeySpec,61
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,Cipher.getInstance,PBEWithSHA256And256BitAES,87
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,Cipher.getInstance,PBEWithSHA256And256BitAES,86
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,SecretKeyFactory.getInstance,PBEWithSHA256And256BitAES,72
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,SecretKeyFactory.getInstance,PBEWithSHA256And256BitAES,122
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,SecretKeyFactory.getInstance,PBEWithSHA256And256BitAES,61
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,SecureRandom.getInstance,randomAlgorithm,75
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,decryptionCipher.doFinal,ciphertext,102
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,decryptionCipher.init,Cipher.DECRYPT_MODE | secretKey | pbeParamSpec,90
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,encryptionCipher.doFinal,cleartext,95
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,encryptionCipher.init,Cipher.ENCRYPT_MODE | secretKey | pbeParamSpec,89
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,initCiphers,,66
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,initCiphers,,79
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,initCiphers,,55
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,keyFac.generateSecret,pbeKeySpec,123
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,keyFac.generateSecret,pbeKeySpec,62
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,keyFac.generateSecret,pbeKeySpec,73
2,,/pattern4-misuse/src/com/u17od/upm/crypto/EncryptionService.java,saltGen.nextBytes,this.salt,77
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,Cipher.getInstance,MODE,80
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,Cipher.getInstance,MODE,61
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,KeyGenerator.getInstance,"AES",41
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,SecureRandom.getInstance,"SHA1PRNG",48
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,SecureRandom.getInstance,"SHA1PRNG",43
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,cipher.doFinal,message,83
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,cipher.doFinal,message,64
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,cipher.init,Cipher.DECRYPT_MODE | key | initVector,81
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,cipher.init,Cipher.ENCRYPT_MODE | key | initVector,62
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,decrypt,DefKey | DefInitVector | message,94
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,decrypt,new SecretKeySpec(key.getBytes(StandardCharsets.UTF_8),"AES") | new IvParameterSpec(initVector.getBytes(StandardCharsets.UTF_8)) | message,90
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,encrypt,DefKey | DefInitVector | message,75
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,encrypt,new SecretKeySpec(key.getBytes(StandardCharsets.UTF_8),"AES") | new IvParameterSpec(initVector.getBytes(StandardCharsets.UTF_8)) | message,71
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,getBytes,StandardCharsets.UTF_8,49
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,getBytes,StandardCharsets.UTF_8,44
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,getEncoded,,46
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,getEncoded,,51
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,initVector.getBytes,StandardCharsets.UTF_8,90
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,initVector.getBytes,StandardCharsets.UTF_8,71
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,initial,key | initVector,53
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,ivRandom.setSeed,"test~!@_128".getBytes(StandardCharsets.UTF_8),49
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,key.getBytes,StandardCharsets.UTF_8,90
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,key.getBytes,StandardCharsets.UTF_8,71
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,keyGenerator.generateKey,,46
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,keyGenerator.generateKey,,51
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,keyGenerator.init,128 | ivRandom,50
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,keyGenerator.init,128 | keyRandom,45
2,,/pattern5-misuse/src/org/yzh/web/commons/EncryptUtils.java,keyRandom.setSeed,"test~!@_128".getBytes(StandardCharsets.UTF_8),44
2,,/pattern6-misuse/src/me/panpf/tool4j/util/DESCoder.java,KeyGenerator.getInstance,"DES",59
2,,/pattern6-misuse/src/me/panpf/tool4j/util/DESCoder.java,generator.generateKey,,61
2,,/pattern6-misuse/src/me/panpf/tool4j/util/DESCoder.java,generator.init,new SecureRandom(stringKey.getBytes()),60
2,,/pattern6-misuse/src/me/panpf/tool4j/util/DESCoder.java,setKey,key,41
2,,/pattern6-misuse/src/me/panpf/tool4j/util/DESCoder.java,stringKey.getBytes,,60
2,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,Cipher.getInstance,TRANSFORMATION,69
2,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,Cipher.getInstance,TRANSFORMATION,112
2,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,SecretKeyFactory.getInstance,ALGORITHM,62
2,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,SecretKeyFactory.getInstance,ALGORITHM,105
2,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,cipher.doFinal,retByte,126
2,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,cipher.doFinal,source.getBytes(),75
2,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,cipher.init,Cipher.DECRYPT_MODE | securekey | spec,115
2,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,cipher.init,Cipher.ENCRYPT_MODE | securekey | spec,72
2,,/pattern7-misuse/src/com/github/lazylibrary/util/DES.java,e.printStackTrace,,87
